Year,Firm,ESG controversy score,Environment controversy score,Social controvery score,Governance controversy score,Score - Emission Reduction/Biodiversity Controversies (Inactive),Score - Emission Reduction/Spill/Pollution Controversies (Inactive),Score - Product Innovation/Product Impact Controversies (Inactive),Score - Resource Reduction/Environment Impact Controversy (Inactive),Score - Client Loyalty/Anti-competition Controversy (Inactive),Score - Community/Bribery Corruption Fraud Controversies (Inactive),Score - Community/Critical Countries-Indigenous Controversy (Inactive),Score - Community/Public Health Controversies (Inactive),Score - Diversity and Opportunity/Diversity Controversies (Inactive),Score - Employment Quality/Wages Work Condition Controversy (Inactive),Score - Health & Safety/Health & Safety Controversies (Inactive),Score - Human Rights/Child Labor Controversies (Inactive),Score - Human Rights/Freedom of Association Controversies (Inactive),Score - Human Rights/Human Rights Controversies (Inactive),Score - Product Responsibility/Customer Controversies (Inactive),Score - Product Responsibility/Responsible Mrktg Controversy(Inactive),Score - Product Responsibility/Social Exclusion Controversy (Inactive),Score - Compensation Policy/Compensation Controversies (Inactive),Score - Shareholder Loyalty/Accounting Controversies (Inactive),Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive),Score - Shareholder Rights/Shareholder Controversies (Inactive),mv,mc,tobin,roe,oia,ois,esg_score,esg_binaire,csr_com,csr_report,assets,roa,sg,lev,div,ind,country
2016,ACCIONA,61.57,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,4528.08,3987804,0.669,5.93,-0.008626191,-0.023682295,81.82,1,1,1,16410371,6.55,-8.65,43.63,2.53,39,ES
2017,ACCIONA,54.96,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,4049.4,3892830,0.596,9.19,-6.82903E-05,-0.000153847,85.34,1,1,1,16341989,2.92,21.36,43.55,3.54,39,ES
2018,ACCIONA,62.24,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,3895.94,4017014,0.593,5.85,0.01016239,0.019149004,88.66,1,1,1,14150215,3.79,3.52,46.48,4.23,39,ES
2013,ACCOR,21.03,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,6066.47,7822221,0.916,-21.71,0.077546296,0.096820809,74.89,1,1,1,6912000,2.38,-2,32.29,4.31,80,FR
2014,ACCOR,17.54,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,7802.59,8656771,1.207,4.96,0.069298952,0.110377704,66.23,1,1,1,8687000,3.3,0.53,43.2,2.22,80,FR
2015,ACCOR,56.86,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,8594.12,9413994,1.145,8.06,0.074887387,0.119154273,69.78,1,1,1,8880000,3.14,2.33,42.14,2.14,80,FR
2016,ACCOR,57.34,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,9413.49,10089319,1.173,7.2,0.033445104,0.242669994,61.9,1,1,1,11631000,3.27,17.18,32.63,2.37,80,FR
2017,ACCOR,58.97,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,10168.07,12475253,1.115,4.78,0.041164659,0.254001033,73.88,1,1,1,11952000,4.34,17.68,32.36,2.8,80,FR
2018,ACCOR,65.31,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,12417.77,10455599,1.303,8.79,0.043245793,0.152354571,80.05,1,1,1,12718000,17.86,30.14,38.58,2.44,80,FR
2013,ACEA,65.71,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,969.84,1758834,0.553,6.17,0.057167594,0.107979285,54.39,0,1,1,6744188,,,47.53,7.69,169,IT
2014,ACEA,62.86,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,1762.28,1900178,0.644,10.73,0.054887512,0.120527647,57.31,0,1,1,6615421,3.52,-7.4,48.84,4.11,169,IT
2015,ACEA,14.29,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,1903.91,3018180,0.619,11.36,0.049202202,0.110537737,68.66,1,1,1,6432395,3.58,,45.82,4.7,169,IT
2016,ACEA,59.09,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,3024.1,2454928,0.797,11.48,0.065310776,0.156670103,62.22,1,1,1,6642472,5.2,-3.29,44.39,3.17,169,IT
2017,ACEA,3.33,54.665, ,52.285,52.99,59,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,2470.39,3273238,0.707,15.7,0.04519768,0.116172585,65.7,1,1,1,7067907,3.41,-0.69,47.8,4.31,169,IT
2018,ACEA,21.59,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,3279.66,2552700,0.824,10.52,0.045207769,0.122337171,67.89,1,1,1,7929699,4.43,6.56,47.7,4.03,169,IT
2013,ACERINOX 'R',62.12,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,2081.19,2377830,0.695,-1.17,0.020237113,0.019249533,53.49,0,1,1,3772722,1.05,-12.92,30.72,4.19,56,ES
2014,ACERINOX 'R',63.13,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,2377.83,3272583,0.798,1.54,0.066226808,0.064066777,47.4,0,1,1,4237423,4.18,10.44,31.96,4.41,56,ES
2015,ACERINOX 'R',57.49,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,3272.58,2511584,0.924,7.82,0.027535949,0.025679237,52.52,0,0,1,3936781,1.48,-3.63,30.25,3.47,56,ES
2016,ACERINOX 'R',60.98,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,2511.58,3479830,0.839,2.22,0.033897968,0.036530186,64.94,1,0,1,4276274,2.51,-6,28.49,4.63,56,ES
2017,ACERINOX 'R',58.81,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,3483.97,3289344,0.973,3.86,0.072235857,0.066093275,66.12,1,0,1,4233410,6.17,16.6,29.05,3.41,56,ES
2018,ACERINOX 'R',64.14,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,3289.34,2388107,0.933,12.34,0.06790286,0.060515565,69.85,1,0,1,4465644,5.99,8.3,31.4,3.61,56,ES
2013,ACKERMANS & VAN HAAREN,63.37,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,2085.85,2822066,0.374,8.34,0.007526755,0.156223646,27.44,0,0,0,10829368,3.46,7.26,52.47,1.98,113,BE
2014,ACKERMANS & VAN HAAREN,61.27,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,2852.59,3381236,0.747,13.05,0.027310629,0.07458825,42.01,0,0,0,11359387,2.25,697.17,49.73,1.47,113,BE
2015,ACKERMANS & VAN HAAREN,58.11,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,3420.03,4483829,0.754,8.96,0.027202486,0.082326847,41.18,0,0,0,12139773,2.71,-3.56,49.04,1.25,113,BE
2016,ACKERMANS & VAN HAAREN,61.57,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,4532.13,4378442,0.848,10.9,0.026023594,0.090860885,50.12,0,0,0,12740823,2.15,-9.03,50.28,1.01,113,BE
2017,ACKERMANS & VAN HAAREN,54.96,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,4409.86,4810257,0.827,8.06,0.023086733,0.078073192,51.24,0,0,1,13359794,2.61,8.26,50.4,1.09,113,BE
2018,ACKERMANS & VAN HAAREN,62.24,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,4862.07,4369630,0.873,10.18,0.026380991,0.083182338,44.59,0,0,1,14057167,2.34,12.85,51.46,0.98,113,BE
2013,ACS ACTIV.CONSTR.Y SERV.,18.81,41.15, ,52.14,53.21,59.21,52.18,0,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,5991.21,7803679,0.362,-72.52,0.031372032,0.030569949,54.95,0,0,1,37391457,3.91,-0.06,30.65,9.59,39,ES
2014,ACS ACTIV.CONSTR.Y SERV.,61.27,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,7872.9,9039089,0.394,21.47,0.006263466,0.006666407,54.09,0,0,1,37124815,3.56,-0.84,33.69,6.23,39,ES
2015,ACS ACTIV.CONSTR.Y SERV.,58.11,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,9115.83,8233246,0.44,23.64,0.024948456,0.023643837,49.83,0,0,1,33098361,3.32,0.13,32.92,5.19,39,ES
2016,ACS ACTIV.CONSTR.Y SERV.,61.57,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,8500.66,9305816,0.386,21.2,0.025594012,0.024862822,45.54,0,0,1,31061719,3.02,-3.95,28.03,4.16,39,ES
2017,ACS ACTIV.CONSTR.Y SERV.,54.96,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,9641.32,10141823,0.381,20.97,0.034287186,0.029315341,48.83,0,0,1,29837765,3.48,9.14,26.99,3.67,39,ES
2018,ACS ACTIV.CONSTR.Y SERV.,8.84,53.14, ,53.725,51.39,54.86,51.04,55.27,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,10264.36,10427136,0.395,21.43,0.036355525,0.032528513,50.04,0,0,1,32799609,3.65,5.04,25.79,3.68,39,ES
2013,ADDEX THERAPEUTICS,64.29,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,86.31,36617,3.107,-165.85,-2.459013605,-101.8239437,21.05,0,0,0,5880,-104.74,17.34,0,0,157,CH
2014,ADDEX THERAPEUTICS,61.11,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,37.85,23165,5.732,-477.92,-0.449362341,-2.471801926,29.83,0,0,0,3999,-35.93,411.34,0,0,157,CH
2015,ADDEX THERAPEUTICS,51.97,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,23.6,31423,5.297,-75.66,-1.051903114,-7.755102041,26.93,0,0,0,2890,-122.06,-46.05,0,0,157,CH
2016,ADDEX THERAPEUTICS,52.58,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,33.34,21277,9.963,-252.62,-1.86631016,-7.8525,21.48,0,0,0,1683,-137.45,2.03,0,0,157,CH
2017,ADDEX THERAPEUTICS,52.23,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,24.76,30732,11.801,-1440.76,-1.056154097,-6.47,24.41,0,0,0,3063,-138.23,24.99,0,0,157,CH
2018,ADDEX THERAPEUTICS,, , , ,,,,,,,,,,,,,,,,,,,,,,35.23,59412,9.187,-244.35,-0.033756574,-0.212591377,,0,,,42214,-6.67,1240.82,0,0,157,CH
2013,ADECCO GROUP,13.89,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,9092.21,12576543,0.873,10.16,0.087193005,0.041634638,75.7,1,1,1,11443418,6.65,-3.07,22.07,3.75,134,CH
2014,ADECCO GROUP,4.38,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,0,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,13362,11941934,1.216,15.7,0.09997856,0.046399984,72.68,1,1,1,11254873,7.39,1.19,17.87,2.55,134,CH
2015,ADECCO GROUP,7.58,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,12329.77,11734650,1.164,16.78,0.11202732,0.050249905,78.92,1,1,1,10498814,0.1,-3.48,23.28,2.9,134,CH
2016,ADECCO GROUP,6.22,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,0,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,12021.3,11353614,1.222,0.23,0.110751148,0.048353023,79.76,1,1,1,10818687,7.89,5.87,20.14,3.05,134,CH
2017,ADECCO GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,11407.55,12363099,1.137,19.64,0.111052141,0.047675405,,0,,,11344689,8.37,6.64,20.14,3.6,134,CH
2018,ADECCO GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,12759.69,7512470,1.193,21.09,0.109828523,0.04307201,,0,,,10773877,5.06,3.96,18.56,3.18,134,CH
2013,ADIDAS,2.13,39.6925,51.12,52.14,53.21,0,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,0,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,14089.64,19381787,1.209,9.92,0.09835328,0.075420922,87.21,1,1,1,11113000,7.54,-2.63,12.12,1.48,153,DE
2014,ADIDAS,3.06,40.01,46.42,39.0875,53.67,0.02,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,0,0,50,52.66,0,52.85,50.84,19371.93,11773324,1.702,14.34,0.068665541,0.055937801,85.09,1,1,1,11840000,4.62,2.33,15.9,1.46,153,DE
2015,ADIDAS,7.41,39.7875,49.35692308,51.46,53.4,0.01,52.34,53.4,56.89,59.57,52.57,52.21,53.13,0,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,12032.01,17999750,0.977,8.71,0.073351173,0.055099025,89.02,1,1,1,12706000,5.52,16.38,14.47,2.61,153,DE
2016,ADIDAS,7.02,40.2125,53.7,51.92,53.13,0,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,18826.52,30201747,1.423,11.19,0.081279424,0.060857395,87.03,1,1,1,14444000,7.86,14.05,11.25,1.67,153,DE
2017,ADIDAS,0.77,39.915,44.62846154,52.285,52.99,0,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,31591.85,34075405,2.047,15.71,0.135617622,0.088792535,86.83,1,1,1,13892000,8.04,14.8,8.08,1.06,153,DE
2018,ADIDAS,2,53.14,45.48615385,53.725,51.39,54.86,51.04,55.27,60.98,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,56.44,50,52.71,53.86,53.12,55.21,35012.32,36328853,2.389,17.01,0.15386672,0.105042209,88.87,1,1,1,14961000,12.01,3.28,11.8,1.2,153,DE
2013,ADMIRAL GROUP,63.76, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,3172.87,3617453,1.241,56.53,0.144513409,0.400475984,35.23,0,1,1,2561700,11.6,-6.09,0,4.98,107,GB
2014,ADMIRAL GROUP,60.13, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,3617.45,3684278,1.342,55.64,0.117462312,0.401650463,35.89,0,1,1,3024800,10.34,-4.31,6.78,5.19,107,GB
2015,ADMIRAL GROUP,6.74, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,3684.28,4671544,1.206,50.28,0.114982895,0.419761273,48.89,0,1,1,3303100,9.76,2.28,6.86,3.64,107,GB
2016,ADMIRAL GROUP,55.02, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,4671.54,5195116,1.408,48.73,0.077777778,0.285011802,54.39,0,1,1,3726000,6.57,12.38,6.01,2.87,107,GB
2017,ADMIRAL GROUP,54.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,5195.11,5750030,1.37,38.92,0.098289586,0.36752591,61.83,1,1,1,4221200,8.65,11.02,5.31,3.85,107,GB
2018,ADMIRAL GROUP,13.89, ,45.34230769,53.725,51.39,,51.04,55.27,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,5747.15,5946591,1.34,51.73,0.099109539,0.386414077,58.06,0,1,1,4918800,8.85,11.75,9.03,2.64,107,GB
2013,ADP,53.41,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,5776.32,8164017,0.926,9.14,0.064806688,0.2267554,68.76,1,1,1,9637709,4.02,4.32,42.18,3.02,64,FR
2014,ADP,53.33,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,8164.24,9920800,1.154,7.97,0.068532326,0.240415622,68.98,1,1,1,9791000,4.9,1.34,41.94,2.51,64,FR
2015,ADP,55,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,9920.79,10608523,1.298,10.1,0.069586888,0.248971193,65.8,1,1,1,10433000,4.97,,42.28,1.85,64,FR
2016,ADP,56.25,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,10608.57,10074189,1.273,10.42,0.062405589,0.224295894,64.13,1,1,1,10592000,4.87,0.41,41.66,1.79,64,FR
2017,ADP,56.35,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,10098.92,15685255,1.206,10.15,0.061646235,0.243295549,67.86,1,1,1,14275000,5.39,22.73,40.94,2.56,64,FR
2018,ADP,, , , ,,,,,,,,,,,,,,,,,,,,,,15685.25,16377980,1.434,12.48,0.06945914,0.249218401,,0,,,16067000,4.92,23.8,43.37,1.67,64,FR
2013,AEGON,8.39, ,46.39692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,0,0,50,52.57,52.18,53.21,50.6,9471.65,14441944,0.074,7.03,0.004649821,0.033076349,79.29,1,1,1,343239000,0.32,13.44,5.02,4.07,106,NL
2014,AEGON,13.4, ,46.42,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,0,0,50,52.66,52.52,52.85,50.84,14626.07,13201254,0.076,3.84,0.004394604,0.038916729,64.38,1,1,1,415282000,0.38,-2.81,4.55,3.15,106,NL
2015,AEGON,55.9, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,13431.48,11072594,0.052,5.87,0.002447028,0.028324737,73.01,1,0,1,406207000,0.22,-25.17,4.24,3.51,106,NL
2016,AEGON,55.02, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,11229,10664917,0.046,2.47,0.0024672,0.027107955,64.22,1,0,1,414640000,0.19,0.22,4.33,4.59,106,NL
2017,AEGON,54.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,10930.8,10865133,0.042,2.59,0.006591337,0.064996207,71.27,1,0,1,377010000,0.7,1.31,4.86,4.93,106,NL
2018,AEGON,13.89, ,46.08538462,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,0,50,52.71,53.86,53.12,55.21,11138.37,8351203,0.049,13.03,0.002255645,0.025789021,66.48,1,0,1,372399000,0.32,-14.81,4.55,4.89,106,NL
2013,AENA SME,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,-2.61,0.04581656,0.260053815,,0,,,16369125,5.04,10.67,70.07,  ,64,ES
2014,AENA SME,53.33,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,  ,,,19.63,0.058787318,0.330036506,19.82,0,0,0,17314806,4.52,6.94,63.45,  ,64,ES
2015,AENA SME,55,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,  ,15810000,,13.61,0.071803067,0.350703706,44.49,0,0,1,16895504,5.83,12.16,58.74,  ,64,ES
2016,AENA SME,56.25,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,15810,19447500,1.494,19.37,0.092987334,0.385271814,50.32,0,0,1,15369803,7.77,7.24,57.03,0,64,ES
2017,AENA SME,7.94,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,19627.5,25350000,1.801,23.31,0.110389466,0.423238554,45.87,0,0,1,15185063,8.57,6.77,52.56,2.07,64,ES
2018,AENA SME,, , , ,,,,,,,,,,,,,,,,,,,,,,25350,20362500,2.139,21.68,0.122019604,0.429078504,,0,,,14774126,9.36,6.08,48.92,2.27,64,ES
2013,AGEAS (EX-FORTIS),19.46, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,5400.93,7008136,0.09,9.41,0.007142255,0.049852833,34.55,0,0,0,94858000,0.73,-4.59,5.07,2.7,106,BE
2014,AGEAS (EX-FORTIS),13.4, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,7226.39,6472308,0.111,7.88,0.005230167,0.03895511,38.51,0,0,0,102788300,0.58,5.8,4.9,2.91,106,BE
2015,AGEAS (EX-FORTIS),55.9, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,6815.54,9085940,0.094,6.24,0.008896373,0.070451457,46.56,0,0,0,103738900,0.84,-5.08,5.37,3.56,106,BE
2016,AGEAS (EX-FORTIS),6.46, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,9577.71,7722780,0.124,9.15,-0.002309123,-0.018596794,39.92,0,0,0,103459200,0.08,-1.94,4.92,2.81,106,BE
2017,AGEAS (EX-FORTIS),54.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,8173.36,8102527,0.109,0.38,0.00526285,0.044385154,43.26,0,0,0,102416000,0.67,-5.47,4.57,3.19,106,BE
