Year,Firm,ESG controversy score,Environment controversy score,Social controvery score,Governance controversy score,Score - Emission Reduction/Biodiversity Controversies (Inactive),Score - Emission Reduction/Spill/Pollution Controversies (Inactive),Score - Product Innovation/Product Impact Controversies (Inactive),Score - Resource Reduction/Environment Impact Controversy (Inactive),Score - Client Loyalty/Anti-competition Controversy (Inactive),Score - Community/Bribery Corruption Fraud Controversies (Inactive),Score - Community/Critical Countries-Indigenous Controversy (Inactive),Score - Community/Public Health Controversies (Inactive),Score - Diversity and Opportunity/Diversity Controversies (Inactive),Score - Employment Quality/Wages Work Condition Controversy (Inactive),Score - Health & Safety/Health & Safety Controversies (Inactive),Score - Human Rights/Child Labor Controversies (Inactive),Score - Human Rights/Freedom of Association Controversies (Inactive),Score - Human Rights/Human Rights Controversies (Inactive),Score - Product Responsibility/Customer Controversies (Inactive),Score - Product Responsibility/Responsible Mrktg Controversy(Inactive),Score - Product Responsibility/Social Exclusion Controversy (Inactive),Score - Compensation Policy/Compensation Controversies (Inactive),Score - Shareholder Loyalty/Accounting Controversies (Inactive),Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive),Score - Shareholder Rights/Shareholder Controversies (Inactive),mv,mc,tobin,roe,oia,ois,esg_score,esg_binaire,csr_com,csr_report,assets,roa,sg,lev,div,ind,country
2016,TUI,57.34,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,9835.67,7446579,0.907,16.51,0.056819148,0.046663873,89.24,1,1,1,14113200,8.31,-1.89,14.46,3.34,94,DE
2017,TUI,2.05,54.665,44.62846154,52.285,52.99,59,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,8067.66,8446624,0.687,39.17,0.064392792,0.04815754,86.99,1,1,1,13861800,4.95,8.05,13.95,4.58,94,DE
2018,TUI,, , , ,,,,,,,,,,,,,,,,,,,,,,10123.02,9732706,0.891,23,0.05129955,0.040427374,,0,,,15386100,5.35,5.34,15.88,3.77,94,DE
2013,TULLOW OIL,5.26,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,0.2,52.57,0,54.38,0,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,11446.88,7780265,2.085,12.19,0.117052513,0.481544419,63.55,1,1,1,6950530,2,14.8,18.73,0.95,50,GB
2014,TULLOW OIL,18.58,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,0,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,7780.25,3769228,1.287,3.36,0.076596512,0.408423405,61.76,1,1,1,7169021,-12.68,-20.42,29.93,1.4,50,GB
2015,TULLOW OIL,58.92,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,3769.09,1510480,0.774,-36.84,0.019086033,0.135752117,65.47,1,1,1,7493595,-8.47,-21.64,39.25,2.9,50,GB
2016,TULLOW OIL,62.31,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,1510.48,2859585,0.527,-31.72,0.028775484,0.231691042,59.44,1,1,1,8144711,-4.11,-3.99,50.33,0,50,GB
2017,TULLOW OIL,59.48,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,2859.58,2864648,0.818,-25.22,0.072786349,0.383423594,51.82,0,1,1,7624960,0.79,43.09,50.47,0,50,GB
2018,TULLOW OIL,7.09,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,2857.71,2495651,0.854,-7.4,0.078971019,0.401738559,61.27,1,1,1,7829024,1.82,6.32,46.86,0,50,GB
2013,TUPRAS TKI.PEL.RFNE.,62.2,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,12896.58,10742984,0.841,30.14,-0.005535512,-0.002669382,76.5,1,0,1,19809190,8.1,-3.2,32.82,7.64,240,TR
2014,TUPRAS TKI.PEL.RFNE.,62.61,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,10742.97,13848182,0.688,23.5,0.022825433,0.011095567,67.82,1,0,1,19309426,8.97,-3.3,40.01,8.97,240,TR
2015,TUPRAS TKI.PEL.RFNE.,11.62,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,0,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,13848.17,17429176,0.915,23.7,0.145913394,0.08806858,65.86,1,0,1,22267613,14.83,-7.12,44.13,2.86,240,TR
2016,TUPRAS TKI.PEL.RFNE.,62.31,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,17429.16,17717158,1.09,30.71,0.094883529,0.076198834,64.21,1,0,1,27991149,9.76,-5.53,42.96,0,240,TR
2017,TUPRAS TKI.PEL.RFNE.,59.48,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,17629.5,30425933,0.849,22.17,0.141778165,0.092231591,72.94,1,0,1,35095108,13.99,54.78,42.5,9.23,240,TR
2018,TUPRAS TKI.PEL.RFNE.,64.37,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,30425.91,29223921,1.035,36.74,0.212868418,0.087668377,60.78,1,0,1,36469595,14.03,64.14,48.68,5.12,240,TR
2013,TURK HAVA YOLLARI,17.86,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,0,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,7512,8887200,0.762,20.97,0.040326281,0.054549331,46.75,0,0,1,25399342,3.88,27.2,45.62,0,129,TR
2014,TURK HAVA YOLLARI,71.93,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,8887.2,13289400,0.749,9.81,0.037816347,0.049897712,50.44,0,0,1,31875607,7.33,28.66,43.29,1.95,129,TR
2015,TURK HAVA YOLLARI,65.94,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,13289.41,10198200,0.786,19.87,0.037899625,0.062820768,55.04,0,0,1,47800024,8.16,,46.69,0,129,TR
2016,TURK HAVA YOLLARI,66.89,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,10198.2,6913800,0.615,20.74,-0.017705127,-0.039011425,56.01,0,0,1,65063357,0.65,2.4,55.39,0,129,TR
2017,TURK HAVA YOLLARI,62.35,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,6858.6,21652200,0.551,-1.3,0.040856653,0.070724579,62.25,1,0,1,68967176,2.17,34.92,49.82,0,129,TR
2018,TURK HAVA YOLLARI,, , , ,,,,,,,,,,,,,,,,,,,,,,21652.21,22231800,0.686,4,0.049415514,0.089537146,,0,,,109646780,4.99,51.89,51.17,0,129,TR
2013,TURK TELEKOMUNIKASYON,70.37, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,24219.98,20860000,1.727,40.85,0.161220971,0.21976971,28.69,0,1,1,17980012,8.58,3.81,46.35,7.83,142,TR
2014,TURK TELEKOMUNIKASYON,67.73, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,20859.99,25445000,1.564,24.46,0.139413305,0.201084606,33.23,0,1,1,19618479,12.13,3.69,45.11,11.57,142,TR
2015,TURK TELEKOMUNIKASYON,15.03, ,49.35692308,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,0,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,25444.99,19110000,1.615,31.85,0.103789486,0.182146899,40.34,0,0,1,25487100,5.25,6.77,46.17,3.58,142,TR
2016,TURK TELEKOMUNIKASYON,63.94, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,19109.99,18480000,1.085,18.17,0.090892476,0.149854419,36.51,0,0,1,26558238,-0.86,10.92,56.43,9.63,142,TR
2017,TURK TELEKOMUNIKASYON,64.41, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,18619.99,22540000,1.124,-21.39,0.114076861,0.179155562,31.83,0,0,1,28487828,5.7,12.61,57.61,4.52,142,TR
2018,TURK TELEKOMUNIKASYON,68.67, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,22539.99,13650000,1.204,24.93,0.134212913,0.231902853,43.28,0,0,1,35301998,-1.07,12.63,56.17,0,142,TR
2013,TURKCELL ILETISIM HZM.,70.37, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,25410,24970000,1.134,16.09,0.08825714,0.164642016,59.42,1,0,1,21398688,12.22,9.17,15.67,0,142,TR
2014,TURKCELL ILETISIM HZM.,67.73, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,24970.01,31460000,0.926,15.72,0.084183613,0.165950362,69.94,1,0,0,23794037,8.75,5.23,15.65,0,142,TR
2015,TURKCELL ILETISIM HZM.,15.03, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,31460.01,21780000,1.08,11,0.082062566,0.167960239,68.26,1,0,1,26135595,8.72,5.79,16.12,0,142,TR
2016,TURKCELL ILETISIM HZM.,63.94, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,21780,21383548,0.885,14.44,0.071578368,0.158077026,70.15,1,0,1,31548903,6.43,11.87,31,18.02,142,TR
2017,TURKCELL ILETISIM HZM.,64.41, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,21054.01,33950495,0.785,9.44,0.101303534,0.194691501,71.55,1,0,1,33886409,6.9,23.43,36.99,0,142,TR
2018,TURKCELL ILETISIM HZM.,, , , ,,,,,,,,,,,,,,,,,,,,,,34056.01,26671356,1.205,13.2,0.106477616,0.213093217,,0,,,42612543,6.97,20.76,47.3,8.81,142,TR
2013,TURKIYE HALK BANKASI,19.44, ,46.12,52.14,53.21,,52.18,53.38,0,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,21875.02,15187500,0.285,22.99,0.024090862,0.282113105,38.17,0,1,0,141519511,2.56,8.92,22.62,1.4,102,TR
2014,TURKIYE HALK BANKASI,62.05, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,15187.51,17375000,0.193,21.52,0.017677536,0.194701557,32.86,0,1,0,157044794,1.84,17.99,30.56,3.04,102,TR
2015,TURKIYE HALK BANKASI,57.62, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,17375.01,12987500,0.288,14.52,0.011462086,0.133748747,52.02,0,1,1,189977367,1.21,14.18,23.54,1.58,102,TR
2016,TURKIYE HALK BANKASI,10.73, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,12987.51,11675000,0.173,9.3,0.015181608,0.171498139,59.45,1,1,1,236213059,1.6,28.44,26.91,1.7,102,TR
2017,TURKIYE HALK BANKASI,57.92, ,49.99923077,52.285,52.99,,52.06,54.61,59.67,62.6,0,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,11687.51,13475000,0.187,13.82,0.016469988,0.182845295,59.77,1,1,1,310888629,1.68,33.92,26.89,1.98,102,TR
2018,TURKIYE HALK BANKASI,, , , ,,,,,,,,,,,,,,,,,,,,,,13475.01,8775000,0.19,15.99,0.007480514,0.0680972,,0,,,389026060,0.96,,30.36,1.9,102,TR
2013,TURKIYE IS BANKASI 'C',19.44, ,46.12,52.14,53.21,,52.18,53.38,0,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,27809.99,20925000,0.355,18.71,0.01880147,0.201446871,62,1,1,1,240926376,2.12,0.41,26.38,1.96,102,TR
2014,TURKIYE IS BANKASI 'C',62.05, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,20924.99,30330000,0.267,14.22,0.018173055,0.19246275,56.06,0,1,1,275138496,2.16,15.54,26.67,3.18,102,TR
2015,TURKIYE IS BANKASI 'C',10.05, ,49.28153846,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,0,54.18,50,51.52,51.31,52.08,50.93,30329.99,20700000,0.298,11.88,0.014608298,0.157737946,64.6,1,1,1,324907111,1.85,14.61,29.18,1.83,102,TR
2016,TURKIYE IS BANKASI 'C',57.68, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,20699.99,23310000,0.27,10.37,0.018827623,0.199991746,70.6,1,1,1,373228580,2.15,16.77,36.77,3.38,102,TR
2017,TURKIYE IS BANKASI 'C',57.92, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,23129.85,31365000,0.355,13.63,0.017933926,0.189351197,69.64,1,1,1,437837421,2.18,18.01,26.07,3.33,102,TR
2018,TURKIYE IS BANKASI 'C',, , , ,,,,,,,,,,,,,,,,,,,,,,31364.79,20385000,0.262,12.89,0.015210187,0.13644616,,0,,,498363487,2.64,33.97,23.39,3.75,102,TR
2013,UBISOFT ENTERTAINMENT CAT A,59.38,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,752.97,805081,0.601,5.72,0.079171744,0.073395671,46.99,0,1,1,1164519,6.3,18.36,11.4,0,212,FR
2014,UBISOFT ENTERTAINMENT CAT A,16.67,55.255,50.96538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,0,59.09,50,52.66,52.52,52.85,50.84,1084.67,1369412,1.035,4.38,-0.061576059,-0.074784721,59.51,1,1,1,1223089,-4.97,-19.83,20.45,0,212,FR
2015,UBISOFT ENTERTAINMENT CAT A,8,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,1634.87,1875244,1.163,0.99,0.099609254,0.110066384,68.02,1,1,1,1617420,6.36,45.35,27.51,0,212,FR
2016,UBISOFT ENTERTAINMENT CAT A,59.68,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,2966.2,3001223,1.512,0.02,0.082228505,0.111995937,68.69,1,1,1,1898636,5.68,-4.77,26.47,0,212,FR
2017,UBISOFT ENTERTAINMENT CAT A,57.69,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,3857.6,4359909,1.728,9.67,0.080583548,0.137620096,67.99,1,1,1,2493164,5.28,4.73,37.41,0,212,FR
2018,UBISOFT ENTERTAINMENT CAT A,57.95,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,7168.25,7541164,2.838,13.49,0.095760254,0.150446852,70.75,1,1,1,2720941,5.8,18.63,47.58,0,212,FR
2013,UDG HEALTHCARE PUBLIC,, , , ,,,,,,,,,,,,,,,,,,,,,,660.29,923432,0.781,11.13,0.057165687,0.036000067,,0,,,1280296,3.04,11.08,30.6,2.55,224,IE
2014,UDG HEALTHCARE PUBLIC,, , , ,,,,,,,,,,,,,,,,,,,,,,781.9,1027005,0.89,6.75,0.056931201,0.038246834,,0,,,1428865,9.17,4.62,27.53,2.46,224,IE
2015,UDG HEALTHCARE PUBLIC,59.59,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,930.48,1668103,0.882,20.68,0.0508699,0.088015108,46.86,0,0,0,1590528,4.26,20.29,27.45,2.11,224,IE
2016,UDG HEALTHCARE PUBLIC,14.67,55.0975,44.50461538,51.92,53.13,59.54,52.16,55.56,0,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,1464.74,1826074,1.186,9.01,0.071238424,0.094491454,62.66,1,0,1,1250912,14.3,2.59,21.99,1.3,224,IE
2017,UDG HEALTHCARE PUBLIC,58.25,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,1654.47,2394905,1.367,26.73,0.074719546,0.087350999,58.31,0,0,1,1283988,5.72,16.46,16.1,1.46,224,IE
2018,UDG HEALTHCARE PUBLIC,63.16,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,2102.09,1899652,1.901,8.68,0.07408213,0.087855706,63.87,1,0,1,1310343,0.87,0.6,15.99,1.18,224,IE
2013,UK COMMERCIAL PR.REIT,, , , ,,,,,,,,,,,,,,,,,,,,,,787.86,921959,0.854,-0.59,0.088953729,0.831933398,,0,,,1132364,9.01,613.39,20.25,7.98,163,GB
2014,UK COMMERCIAL PR.REIT,, , , ,,,,,,,,,,,,,,,,,,,,,,921.96,1146082,0.945,10.97,0.132394888,0.905542816,,0,,,1339236,14.36,61.72,17.15,6.82,163,GB
2015,UK COMMERCIAL PR.REIT,52.3, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,1146.08,1100602,0.98,16.01,0.069547143,0.811800068,41.24,0,0,0,1401898,6.84,-38.66,17.69,4.62,163,GB
2016,UK COMMERCIAL PR.REIT,51.9, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,1107.75,1098004,0.908,7.77,0.029149468,0.64299981,43.55,0,0,0,1391552,3.71,-47.47,17.86,4.32,163,GB
2017,UK COMMERCIAL PR.REIT,51.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,1098,1151279,0.892,4.03,0.092743222,0.852924871,41.54,0,0,0,1476399,9.61,154.48,16.87,4.36,163,GB
2018,UK COMMERCIAL PR.REIT,, , , ,,,,,,,,,,,,,,,,,,,,,,1151.28,1081111,0.899,10.91,0.040086445,0.657532597,,0,,,1498287,3.97,-45.12,16.66,4.15,163,GB
2013,ULKER BISKUVI SANAYI,63.81,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,3303.72,5198400,1.16,17.44,0.071936377,0.082650414,33.65,0,0,0,3157707,13.49,17.29,39.89,8.48,71,TR
2014,ULKER BISKUVI SANAYI,65.36,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,5198.39,6344100,1.72,16.7,0.067187398,0.07386897,50.86,0,1,1,3178736,7.8,5.2,42,2.89,71,TR
2015,ULKER BISKUVI SANAYI,58.43,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,6344.1,6019200,2.119,18.61,0.081014124,0.103034353,61.27,1,1,1,3910960,8.93,6.36,43.04,2.1,71,TR
2016,ULKER BISKUVI SANAYI,58.93,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,6019.2,5526720,1.66,17.03,0.069812833,0.097790823,64.48,1,1,1,5493331,5.51,3.37,49.97,1.56,71,TR
2017,ULKER BISKUVI SANAYI,59.86,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,5526.72,6727140,1.148,13.97,0.067702312,0.116520298,62.42,1,1,1,8280116,8,14.72,51.83,1.7,71,TR
2018,ULKER BISKUVI SANAYI,, , , ,,,,,,,,,,,,,,,,,,,,,,6727.14,5017140,0.972,15.78,0.069256142,0.123629588,,0,,,10631216,10.16,23.41,49.36,0.95,71,TR
2013,UMICORE,59.52,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,5002.8,3727286,1.382,13.33,0.059332795,0.020676009,66.22,1,1,1,3421767,5.27,-21.75,9.18,1.98,122,BE
2014,UMICORE,56.93,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,4074.6,3599795,1.166,10.67,0.049485059,0.020999915,73.96,1,1,1,3746545,4.9,-10.09,10.36,2.21,122,BE
2015,UMICORE,55.9,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,3730.16,4178622,1.053,10.01,0.049090452,0.019873815,72.77,1,1,1,3926018,4.58,19.35,10.45,2.25,122,BE
2016,UMICORE,54.84,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,4330.48,5920049,1.163,9.77,0.081111509,0.03128527,70.57,1,1,1,4028146,3.48,7.69,10.56,1.94,122,BE
2017,UMICORE,56.36,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,5996.48,8660153,1.569,7.3,0.06302511,0.026381521,68.75,1,1,1,5000975,5.09,14.4,20.16,1.77,122,BE
2018,UMICORE,59.68,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,8837.92,8402774,1.912,11.75,0.06740715,0.029094456,73.37,1,1,1,5920455,6.35,14.81,19.35,1.2,122,BE
2013,UNICREDIT,19.44, ,46.12,52.14,53.21,,52.18,53.38,0,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,21447.03,31158734,0.351,1.3,-0.006023252,-0.125588155,83.76,1,1,1,827217573,-0.93,-1.29,38.02,0,102,IT
2014,UNICREDIT,18.67, ,50.73,52.2175,53.67,,52.59,53.76,59.29,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,31145.93,31293671,0.388,-29.81,0.003498534,0.083709199,81.36,1,0,1,829917678,0.67,-7.33,37.07,1.67,102,IT
2015,UNICREDIT,10.05, ,49.00076923,51.46,53.4,,52.34,53.4,56.89,0,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,31280.84,30653951,0.387,4.23,0.002427601,0.062700679,82.7,1,0,1,846061963,0.67,-5.56,35.44,1.84,102,IT
2016,UNICREDIT,3.66, ,44.62692308,51.92,53.13,,52.16,55.56,58.44,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,0,53.08,50,51.48,52.16,52.48,51.56,30641.45,16896922,0.358,3.31,-0.013205592,-0.416841758,82.17,1,1,1,845514529,-1.02,-5.7,33.18,2.29,102,IT
2017,UNICREDIT,5.68, ,49.59230769,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,54.08,50,51.63,52.54,52.06,52.91,17322.6,34680228,0.318,-32.25,0.004027382,0.129849532,77.7,1,1,1,826171141,0.93,-4.34,33.72,4.1,102,IT
