Rank;Title;Previous Rank;Revenues ($M);Revenue Change;Profits ($M);Profit Change;Assets ($M);Market Value ($M);Employees;CEO;CEO Title;Sector;Industry;Years on Fortune 500;City;State;Latitude;Longitude;CEO Gender;Revenues per Employee ($M);Profits per Employee ($M);Change in Rank
110;AbbVie;111;28216;10.10%;5309;-10.80%;70786;150180;29000;Richard A. Gonzalez;Chairman &  Chief Executive Officer;Health Care;Pharmaceuticals;5;North Chicago;IL;42.325578;-87.8411818;Male;0.9729655172413794;0.1830689655172414;1
111;Abbott Laboratories;135;27390;31.30%;477;-65.90%;76250;104640;99000;Miles D. White;Chairman &  Chief Executive Officer;Health Care;Medical Products and Equipment;24;Lake Bluff;IL;42.304505;-87.8960712;Male;0.27666666666666667;0.004818181818181818;24
112;Progressive;120;26839;14.50%;1592.2;54.40%;38701;35478;33656;Susan Patricia Griffith;President, Chief Executive Officer &  Director;Financials;Insurance: Property and Casualty (Stock);24;Mayfield;OH;41.5519952;-81.4392828;Female;0.797450677442358;0.04730805799857381;8
113;Arrow Electronics;118;26813;12.50%;402;-23.10%;16463;6750;18800;Michael J. Long;Chairman, President &  Chief Executive Officer;Wholesalers;Wholesalers: Electronics and Office Equipment;24;Centennial;CO;39.5807452;-104.8771726;Male;1.4262234042553192;0.021382978723404257;5
114;Kraft Heinz;106;26232;-1.00%;10999;202.80%;120232;75920;39000;Bernardo Hees;Chief Executive Officer;Food, Beverages &  Tobacco;Food Consumer Products;24;Pittsburgh;PA;40.4406248;-79.9958864;Male;0.6726153846153846;0.28202564102564104;-8
115;Plains GP Holdings;141;26223;29.90%;-731;-877.70%;26753;6328;4850;Greg L. Armstrong;Chairman &  Chief Executive Officer;Energy;Pipelines;5;Houston;TX;29.7604267;-95.3698028;Male;5.40680412371134;-0.1507216494845361;26
116;Gilead Sciences;92;26107;-14.10%;4628;-65.70%;70283;98298;10000;John F. Milligan IV;President, Chief Executive Officer &  Director;Health Care;Pharmaceuticals;10;San Mateo;CA;37.5585465;-122.2710788;Male;Feb 07;0.4628;-24
117;Mondelez International;109;25896;-0.10%;2922;76.10%;63109;62066;83000;Dirk Van de Put;Chairman &  Chief Executive Officer;Food, Beverages &  Tobacco;Food Consumer Products;11;Deerfield;IL;42.1711365;-87.8445119;Male;0.312;0.03520481927710843;-8
118;Northrop Grumman;114;25803;5.30%;2015;-8.40%;34917;60778;70000;Wesley G. Bush;Chairman &  Chief Executive Officer;Aerospace &  Defense;Aerospace and Defense;24;Falls Church;VA;38.882334;-77.1710914;Male;0.36861428571428573;0.028785714285714286;-4
119;Raytheon;116;25348;5.30%;2024;-8.50%;30860;62265;64000;Thomas A. Kennedy;Chairman &  Chief Executive Officer;Aerospace &  Defense;Aerospace and Defense;24;Waltham;MA;42.3764852;-71.2356113;Male;0.3960625;0.031625;-3
120;Macys;110;24837;-3.70%;1547;149.90%;19381;9065;130000;Jeffrey Gennette;Chairman &  Chief Executive Officer;Retailing;General Merchandisers;24;Cincinnati;OH;39.1031182;-84.5120196;Male;0.19105384615384616;0.0119;-10
121;US Foods Holding;124;24147;5.40%;444.3;111.80%;9037;7065;25204;Pietro Satriano;Chairman, President &  Chief Executive Officer;Wholesalers;Wholesalers: Food and Grocery;7;Rosemont;IL;41.9867507;-87.8721602;Male;0.9580622123472464;0.017628154261228376;3
122;U.S. Bancorp;125;23996;5.50%;6218;5.60%;462040;83367;72402;Andrew J. Cecere;President, Chief Executive Officer &  Director;Financials;Commercial Banks;20;Minneapolis;MN;44.977753;-93.2650108;Male;0.33142730863788294;0.08588160548051159;3
123;Dollar General;128;23471;6.80%;1539;23.00%;12517;25141;129000;Todd J. Vasos;Chairman &  Chief Executive Officer;Retailing;Specialty Retailers: Other;20;Goodlettsville;TN;36.3231066;-86.7133302;Male;0.18194573643410852;0.011930232558139535;5
124;International Paper;133;23302;10.50%;2144;137.20%;33903;22063;56000;Mark S. Sutton;Chairman &  Chief Executive Officer;Materials;Packaging, Containers;24;Memphis;TN;35.1495343;-90.0489801;Male;0.41610714285714284;0.038285714285714284;9
125;Duke Energy;121;23189;-0.80%;3059;42.10%;137914;54276;29060;Lynn J. Good;Chairman, President &  Chief Executive Officer;Energy;Utilities: Gas and Electric;24;Charlotte;NC;35.2270869;-80.8431267;Female;0.7979697178251892;0.10526496902959394;-4
126;Southern;145;23031;15.80%;842;-65.60%;111005;45024;31344;Thomas A. Fanning;Chairman, President &  Chief Executive Officer;Energy;Utilities: Gas and Electric;24;Atlanta;GA;33.7489954;-84.3879824;Male;0.7347817764165391;0.0268631955079122;19
127;Marriott International;163;22894;34.10%;1372;75.90%;23948;48531;177000;Arne M. Sorenson;President, Chief Executive Officer &  Director;Hotels, Restaurants &  Leisure;Hotels, Casinos, Resorts;20;Bethesda;MD;38.984652;-77.0947092;Male;0.12934463276836158;0.007751412429378531;36
128;Avnet;108;22872;-12.80%;525.3;3.70%;9700;5009;15700;William J. Amelio;Chief Executive Officer &  Director;Wholesalers;Wholesalers: Electronics and Office Equipment;24;Phoenix;AZ;33.4483771;-112.0740373;Male;1.456815286624204;0.03345859872611465;-20
129;Eli Lilly;132;22871;7.80%;-204.1;-107.50%;44981;84542;40655;David A. Ricks;Chairman, President &  Chief Executive Officer;Health Care;Pharmaceuticals;24;Indianapolis;IN;39.768403;-86.158068;Male;0.5625630303775674;-0.005020292706924117;3
130;Amgen;123;22849;-0.60%;1979;-74.40%;79954;122842;20800;Robert A. Bradway;Chairman, President &  Chief Executive Officer;Health Care;Pharmaceuticals;19;Thousand Oaks;CA;34.1705609;-118.8375937;Male;1.0985096153846154;0.09514423076923077;-7
131;McDonalds;112;22820;-7.30%;5192.3;10.80%;33804;124244;235000;Stephen J. Easterbrook;President, Chief Executive Officer &  Director;Hotels, Restaurants &  Leisure;Food Services;24;Oak Brook;IL;41.8397865;-87.9535534;Male;0.0971063829787234;0.02209489361702128;-19
132;Starbucks;131;22387;5.00%;2884.7;2.40%;14366;81370;277000;Keven R. Johnson;President, Chief Executive Officer &  Director;Hotels, Restaurants &  Leisure;Food Services;16;Seattle;WA;47.6062095;-122.3320708;Male;0.08081949458483755;0.01041407942238267;-1
133;Qualcomm;119;22291;-5.40%;2466;-56.80%;65486;82027;33800;Steven M. Mollenkopf;Chairman &  Chief Executive Officer;Technology;Semiconductors and Other Electronic Components;19;San Diego;CA;32.715738;-117.1610838;Male;0.6594970414201183;0.0729585798816568;-14
134;Dollar Tree;136;22246;7.40%;1714.3;91.30%;16333;22523;116200;Gary M. Philbin;President, Chief Executive Officer &  Director;Retailing;Specialty Retailers: Other;10;Chesapeake;VA;36.7682088;-76.2874927;Male;0.19144578313253013;0.01475301204819277;2
135;PBF Energy;172;21787;36.80%;415.5;143.30%;8118;3752;3165;Thomas J. Nimbley;Chairman &  Chief Executive Officer;Energy;Petroleum Refining;6;Parsippany-Troy Hills;NJ;40.8652865;-74.4173877;Male;6.883728278041074;0.13127962085308056;37
136;Icahn Enterprises;168;21744;33.00%;2430;-;31801;9901;89034;Keith Cozza;President, Chief Executive Officer &  Director;Financials;Diversified Financials;10;New York;NY;40.7127753;-74.0059728;Male;0.24422130871352518;0.027292944268481705;32
137;Aflac;126;21667;-4.00%;4604;73.10%;137217;34038;11318;Daniel P. Amos;Chairman, President &  Chief Executive Officer;Financials;Insurance: Life, Health (stock);24;Columbus;GA;32.4609764;-84.9877094;Male;1.9143841668139248;0.4067856511751193;-11
138;AutoNation;129;21535;-0.30%;434.6;1.00%;10272;4296;26000;Michael J. Jackson;Chairman, President &  Chief Executive Officer;Retailing;Automotive Retailing, Services;21;Fort Lauderdale;FL;26.1224386;-80.1373174;Male;0.8282692307692308;0.016715384615384615;-9
139;Penske Automotive Group;142;21389;6.20%;613.3;78.90%;10541;3817;26000;Roger S. Penske;Chairman &  Chief Executive Officer;Retailing;Automotive Retailing, Services;20;Bloomfield Hills;MI;42.583645;-83.2454883;Male;0.8226538461538462;0.023588461538461537;3
140;Whirlpool;137;21253;2.60%;350;-60.60%;20038;10824;92000;Marc R. Bitzer;President, Chief Executive Officer &  Director;Industrials;Electronics, Electrical Equip.;24;Benton Harbor;MI;42.1167065;-86.4541894;Male;0.23101086956521738;0.0038043478260869567;-3
141;Union Pacific;143;21240;6.50%;10712;153.10%;57806;104261;41992;Lance M. Fritz;Chairman, President &  Chief Executive Officer;Transportation;Railroads;24;Omaha;NE;41.2565369;-95.9345034;Male;0.505810630596304;0.2550962088016765;2
142;Southwest Airlines;138;21171;3.70%;3488;55.40%;25110;33678;56110;Gary C. Kelly;Chairman &  Chief Executive Officer;Transportation;Airlines;24;Dallas;TX;32.7766642;-96.7969879;Male;0.37731242202815896;0.06216360720014258;-4
143;ManpowerGroup;146;21034;7.00%;545.4;22.90%;8884;7614;29000;Jonas Prising;Chairman &  Chief Executive Officer;Business Services;Temporary Help;24;Milwaukee;WI;43.0389025;-87.9064736;Male;0.7253103448275862;0.01880689655172414;3
144;Thermo Fisher Scientific;154;20918;14.50%;2225;10.10%;56669;82952;66100;Marc N. Casper;President, Chief Executive Officer &  Director;Technology;Scientific,Photographic and  Control Equipment;16;Waltham;MA;42.3764852;-71.2356113;Male;0.31645990922844175;0.033661119515885025;10
145;Bristol-Myers Squibb;147;20776;6.90%;1007;-77.40%;33551;103415;23700;Giovanni Caforio;Chairman &  Chief Executive Officer;Health Care;Pharmaceuticals;24;New York;NY;40.7127753;-74.0059728;Male;0.8766244725738397;0.04248945147679325;2
146;Halliburton;173;20620;29.80%;-463;-;25085;41068;55000;Jeffrey A. Miller;President, Chief Executive Officer &  Director;Energy;Oil and Gas Equipment, Services;24;Houston;TX;29.7604267;-95.3698028;Male;0.3749090909090909;-0.008418181818181818;27
147;Tenet Healthcare;134;20613;-2.20%;-704;-;23385;2452;111980;Ronald A. Rittenmeyer;Chairman &  Chief Executive Officer;Health Care;Health Care: Medical Facilities;24;Dallas;TX;32.7766642;-96.7969879;Male;0.18407751384175747;-0.006286836935166994;-13
148;Lear;151;20467;10.30%;1313.4;34.70%;11946;12453;165000;Raymond E. Scott;President, Chief Executive Officer &  Director;Motor Vehicles &  Parts;Motor Vehicles and Parts;24;Southfield;MI;42.4733688;-83.2218731;Male;0.12404242424242425;0.00796;3
149;Cummins;159;20428;16.70%;999;-28.30%;18075;26757;58600;N. Thomas Linebarger;Chairman &  Chief Executive Officer;Industrials;Industrial Machinery;24;Columbus;IN;39.2014404;-85.9213796;Male;0.3486006825938567;0.01704778156996587;10
150;Micron Technology;226;20322;63.90%;5089;-;35336;60470;34100;Sanjay Mehrotra;President, Chief Executive Officer &  Director;Technology;Semiconductors and Other Electronic Components;21;Boise;ID;43.6150186;-116.2023137;Male;0.5959530791788856;0.1492375366568915;76
151;Nucor;169;20252;25.00%;1318.7;65.60%;15841;19432;25100;John J. Ferriola;Chairman, President &  Chief Executive Officer;Materials;Metals;24;Charlotte;NC;35.2270869;-80.8431267;Male;0.8068525896414342;0.05253784860557769;18
152;Molina Healthcare;156;19883;11.80%;-512;-1084.60%;8471;4867;20000;Joseph M. Zubretsky;President, Chief Executive Officer &  Director;Health Care;Health Care: Insurance and Managed Care;7;Long Beach;CA;33.7700504;-118.1937395;Male;0.99415;-0.0256;4
