Total Comp,Top 20,Wide Industry,Company,CEO,City of Birth,State of Birth,Age,Undergrad,UG Degree,UG Date,AgeOfUnder,Graduate,Grad Degree,MBA?,MasterPhd?,G_date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,other,St_gains,Comp for 5 yrs,Stock owned,Sales,Profits,Return over 5 yrs,Industry,Industry Code
570542,FALSE,Insurance,First Colony,Mr. Bruce C Gottwald Jr,Richmond,VA,36,VMI,BA,80,22,Col of William,MBA,1,1,84,26,2,2,346000,215600,8942,,,0.452,1560,203.9,-23,Insurance-lifehealth,4
566357,FALSE,Utility,Ohio Edison,Mr. Willard R Holland,Springfield,TN,58,Rose-Hulman Tec,BS,65,29,Rose-Hulman Tec,MS,0,1,66,30,3,1,381416,158794,26147,,,0.002,2370,24.5,7,Electric utilities-north central,19
555746,FALSE,Consumer,Armstrong World Indu,Mr. George A Lorch,Glenridge,NJ,53,Virginia Polyte,BS,63,22,,none,0,0,,,31,1,373700,133648,13573,34825,,0.035,2525,63.5,13,Consumer durables-home furnishings,18
551823,FALSE,Utility,Long Island Lighting,Dr. William J Catacosinos,New York,NY,64,NYU,BS,51,21,NYU,PhD,0,1,62,32,15,10,534370,,17453,,2630490,0.008,2881,296.6,15,Electric utilities-northeast,19
551589,FALSE,Financial,Sovereign Bancorp,Mr. Jay S Sidhu,India,,42,,,,,Wilkes C,MBA,1,1,73,21,8,5,195670,351422,4497,,1611150,1.295,271,30.6,41,Financial services-thrift institutions,1
550983,FALSE,ComputersComm,Dell Computer,Mr. Michael S Dell,Houston,TX,29,,,,,,none,0,0,,,10,10,337019,202364,11600,,2424350,32.568,2873,-35.8,40,Computerscommunications-major systems,16
548341,FALSE,Financial,Synovus Financial,Mr. James H Blanchard,Augusta,GA,52,U of Georgia,BBA,63,21,U of Georgia,LLB,0,1,65,23,24,24,288750,144375,115216,,3483420,0.783,615,74.1,16,Financial services-regional banks,1
545103,FALSE,ComputersComm,Gateway 2000,Mr. TheodoreWaitt,Sioux City,IA,31,,,,,,none,0,0,,,9,9,537601,,7502,,1711200,46.096,1732,100.1,16,Computerscommunications-major systems,16
540899,FALSE,Financial,City National,Mr. BramGoldsmith,Chicago,IL,71,,,,,,none,0,0,,,19,19,540000,,899,,10354400,14.923,214,-6.9,-14,Financial services-regional banks,1
536930,FALSE,Financial,United Carolina Banc,Mr. E RhoneSasser,Columbus,NC,57,NC State U,BS,59,22,,none,0,0,,,27,11,360000,149546,27384,,2236690,0.485,242,31.7,16,Financial services-regional banks,1
536794,FALSE,Chemicals,IMC Fertilizer Group,Mr. Wendell F Bueche,Flushing,MI,63,U of Notre Dame,BSM,52,21,,none,0,0,,,1,1,500040,,36754,,,0.082,1074,-167.6,-1,Chemicals-specialized,15
535817,FALSE,Financial,Michigan National,Mr. Robert J Mylod,Brooklyn,NY,54,St John's U NY,BA,61,21,,none,0,0,,,9,9,529259,,6558,,10973800,0.651,935,27.8,13,Financial services-regional banks,1
535170,FALSE,Food,Southland,Mr. Clark J Matthews II,Arkansas City,KS,57,SMU,BA,59,22,SMU,JD,0,1,61,24,29,3,390000,131040,14130,,1764730,0.037,5781,-11.3,,Food distributors-supermarketsconvenience,2
530000,FALSE,Capital goods,Premier Industrial,Mr. Morton L Mandel,Cleveland,OH,72,,,,,,none,0,0,,,54,24,520000,,10000,,2408000,19.384,713,91.3,15,Capital goods-electrical equipment,14
526881,FALSE,Travel,Continental Airlines,Mr. Robert R Ferguson III,Orange,NJ,45,Lehigh U,BS,72,23,,none,0,0,,,9,3,526881,,,,,0.00001,5775,,,Travel-airlines,8
525688,FALSE,Utility,Public Service Co of,Mr. Delwin D Hock,Colorado Spring,CO,59,U of Colorado,BS,56,21,,none,0,0,,,32,6,425012,79300,21376,,2097560,0.033,1999,157.4,16,Electric utilities-western,19
525000,FALSE,Metals,Newmont Mining,Mr. Ronald C Cambre,New Orleans,LA,55,Louisiana State,BS,60,21,,none,0,0,,,1,1,450000,75000,,,,0.006,634,94.7,9,Metals-nonferrous metals,5
523560,FALSE,Financial,SFFed Corp,Mr. Roger L Gordon,Neosho,MO,52,,,,,,none,0,0,,,32,4,352194,148500,22866,,1822100,0.294,234,9.9,5,Financial services-thrift institutions,1
523040,FALSE,Financial,First Citizens BancS,Mr. Lewis R Holding,Smithfield,NC,66,U of North Caro,BS,50,22,Harvard,MBA,1,1,52,24,41,37,471274,41593,10173,,2175340,9.575,451,55.6,,Financial services-regional banks,1
518686,FALSE,Food,Wm Wrigley Jr,Mr. WilliamWrigley,Chicago,IL,61,Yale,BA,54,21,,none,0,0,,,38,33,463750,,54936,,5804590,17.95,1429,174.9,35,Fooddrinktobacco-food processors,2
518000,FALSE,Insurance,Mercury General,Mr. GeorgeJoseph,Beckley,WV,72,Harvard,BS,49,27,,none,0,0,,,33,33,497930,20070,,,2556060,34.688,534,96.2,35,Insurance-propertycasualty,4
516665,FALSE,Financial,American Savings of,Mr. Stephen D Taylor,Provo,UT,48,Brigham Young U,BA,69,23,Harvard,MBA,1,1,71,25,3,3,315000,157500,44165,,,0.351,191,30.5,,Financial services-thrift institutions,1
514901,FALSE,Utility,Kansas City PowerL,Mr. Drue A Jennings,Topeka,KS,47,U of Kansas,BS,68,21,U of Kansas,JD,0,1,72,25,20,6,375000,113750,26151,,2073780,0.026,857,105.8,15,Electric utilities-north central,19
506190,FALSE,Financial,First Commercial,Mr. BarnettGrace,Batesville,AK,49,SMU,BBA,66,21,SMU,JD,0,1,68,23,22,7,314350,162000,5406,24434,2186050,1.525,237,37.5,22,Financial services-regional banks,1
500016,FALSE,Insurance,Southwestern Life,Mr. Robert L Beisenherz,Houston,TX,48,U of Texas Aust,BBA,68,22,,none,0,0,,,4,2,500016,,,,,0.00001,968,287,6,Insurance-lifehealth,4
500000,FALSE,Financial,GP Financial,Mr. Thomas S Johnson,Racine,WI,53,Trinity College,AB,62,21,Harvard,MBA,1,1,64,23,1,1,500000,,,,,0.145,561,95.9,-35,Financial services-thrift institutions,1
498500,FALSE,Financial,Trustmark,Mr. Frank R Day,Aberdeen,MS,56,U of Mississipp,BA,53,15,,none,0,0,,,36,13,325000,162500,11000,,1886400,4.353,336,48.6,25,Financial services-regional banks,1
494965,FALSE,Food,Nash Finch,Mr. Harold B Finch Jr,Grand Forks,ND,66,U of Minnesota,BCH,52,24,,none,0,0,,,28,12,294191,150000,50774,,2214890,1.472,2724,15.9,-2,Food distributors-food wholesalers,2
490001,FALSE,Financial,Rochester Community,Mr. Leonard S Simon,Passaic,NJ,57,MIT,BS,58,21,Columbia,PhD,0,1,63,26,25,10,360961,,129040,,2215280,0.267,240,-59.4,1,Financial services-thrift institutions,1
480303,FALSE,Insurance,Allmerica Property,Mr. John F O'Brien,Brockton,MA,51,Harvard,AB,65,22,Harvard,MBA,1,1,68,25,2,2,177625,113173,189505,,,0.005,1953,252.4,16,Insurance-propertycasualty,4
477373,FALSE,Retailing,Longs Drug Stores,Mr. Robert M Long,Oakland,CA,56,Claremont McKen,BA,60,22,,none,0,0,,,33,17,103000,282610,91763,,2432240,10.01,2499,49.8,2,Retailing-drugdiscount,6
476785,FALSE,Utility,Illinois Power,Mr. Larry D Haab,Fairbury,IL,56,Millikin U,BS,59,21,,none,0,0,,,29,3,437500,22531,16754,,1604830,0.012,1581,-55.8,10,Electric utilities-north central,19
474091,FALSE,Business,First Data,Mr. Henry C Duques,Washington,DC,50,George Washingt,BS,65,21,George Washingt,MBA,1,1,69,25,7,5,413061,,61030,,3435230,0.00001,1490,173,35,Business-services,13
468992,FALSE,Financial,Associated Banc-Corp,Mr. Harry B Conlon,Green Bay,WI,59,U of Notre Dame,BS,57,22,U of Wisc Madis,LLB,0,1,64,29,29,19,307000,115125,46867,,2969750,0.825,249,36.2,21,Financial services-regional banks,1
465414,FALSE,Financial,Old National Bancorp,Mr. Dan W Mitchell,Phoenix,AZ,66,Indiana U,BS,50,22,,none,0,0,,,44,14,373500,,91914,,2188210,0.422,284,42.5,16,Financial services-regional banks,1
465000,FALSE,Financial,Metropolitan Financi,Mr. Norman M Jones,Fargo,ND,63,,,,,,none,0,0,,,42,2,400000,65000,,,,1.549,563,65.2,30,Financial services-thrift institutions,1
462445,FALSE,Metals,Worthington Industri,Mr. John P McConnell,Youngstown,OH,40,,,,,,none,0,0,,,17,1,191250,268600,2595,,,1.026,1236,81.8,18,Metals-steel,5
461213,FALSE,Financial,Centura Banks,Mr. Robert R Mauldin,China Grove,NC,59,U of North Caro,BS,59,24,,none,0,0,,,25,1,270000,120000,71213,,,0.308,304,41.1,15,Financial services-regional banks,1
457096,FALSE,Utility,Pennsylvania Power,Mr. William F Hecht,New York,NY,51,Lehigh U,BS,64,21,Lehigh U,MS,0,1,70,27,30,1,375000,45000,37096,,,0.008,2727,348.1,13,Electric utilities-northeast,19
456102,FALSE,Consumer,Navistar Internation,Mr. James C Cotting,Winchester,MA,60,Ohio State U,BA,55,21,,none,0,0,,,15,7,450000,,6102,,2405690,0.074,4797,-258.9,-18,Consumer durables-automobilestrucks,18
454497,FALSE,Construction,Turner Corp,Mr. Alfred T McNeill,Elizabeth,NJ,57,Lehigh U,BS,58,21,,none,0,0,,,36,5,400000,,54497,,2158510,0.509,2768,-6.2,-11,Construction-builders,0
447308,FALSE,Financial,Union Bank,Mr. KanetakaYoshida,Japan,,56,Tokyo U,LLB,62,24,,none,0,0,,,32,1,447308,,,,,0.009,1266,83.1,8,Financial services-regional banks,1
444847,FALSE,Utility,Cipsco,Mr. Clifford L Greenwalt,Solano,NM,61,U of Missouri,BSC,60,27,U of Illinois,MBA,1,1,77,44,31,5,339093,99902,5852,,1338020,0.029,845,85.5,14,Electric utilities-north central,19
434984,FALSE,Utility,Delmarva PowerLigh,Mr. Howard E Cosgrove,Philadelphia,PA,51,U of Virginia,BS,66,23,U of Delaware,MBA,1,1,70,27,28,2,320000,86400,28584,,,0.017,971,111.1,11,Electric utilities-northeast,19
428299,FALSE,Forest,Consolidated Papers,Mr. Patrick F Brennan,New York,NY,62,Fordham U,BA,57,25,,none,0,0,,,31,1,422173,,6126,,,0.036,947,64.2,6,Forest products-paperlumber,9
423278,FALSE,Retailing,Hechinger,Mr. John W Hechinger Jr,Washington,DC,44,Boston C,BS,72,22,,none,0,0,,,22,4,422500,,778,,1780070,1.173,2095,24.8,-3,Retailing-home improvement,6
421197,FALSE,Utility,Southwestern Public,Mr. Bill D Helton,Wheeler,TX,55,Texas Tech U,BSE,64,25,,none,0,0,,,30,4,263333,75674,82190,,1401880,0.027,826,104.5,10,Electric utilities-south central,19
420079,FALSE,Transport,Yellow Corp,Mr. George E Powell III,Kansas City,MO,45,Indiana U,BS,70,21,,none,0,0,,,23,4,360000,,60079,,2204750,1.142,2857,18.8,1,Transport-shipping,7
418240,FALSE,ComputersComm,Microsoft,Mr. William H Gates,Seattle,WA,38,,,,,,none,0,0,,,19,13,266660,151580,,,1447190,27.616,4109,1036,50,Computerscommunications-software,16
418102,FALSE,Food,Chiquita Brands Inte,Mr. Carl H Lindner,Dayton,OH,75,,,,,,none,0,0,,,10,10,410000,,8102,,2037070,19.249,2533,-51.1,5,Fooddrinktobacco-food processors,2
416667,FALSE,Metals,National Steel,Mr. Ronald H Doerr,St. Louis,MO,53,Washington U,BS,62,21,,none,0,0,,,28,1,351000,25448,40219,,,0.00001,2419,-242.4,-15,Metals-steel,5
416382,FALSE,Financial,Riggs National,Mr. Joe L Allbritton,D'Lo,MS,69,Baylor U,LLB,49,24,,none,0,0,,,13,13,380000,,36382,,4746770,28.961,369,-94.2,-15,Financial services-regional banks,1
415552,FALSE,Utility,New York State Elect,Mr. James A Carrigg,Johnson City,NY,61,Broome Comm,AAS,58,25,,none,0,0,,,36,6,413123,,2429,,1941690,0.014,1800,166,11,Electric utilities-northeast,19
409391,FALSE,Food,Bruno's,Mr. Ronald G Bruno,Birmingham,AL,42,U of Alabama,BS,74,22,,none,0,0,,,21,4,305769,45000,58622,,1649920,7.479,2893,36.2,-5,Food distributors-supermarketsconvenience,2
401917,FALSE,Financial,FarmHome Financial,Mr. JohnMorton III,Orange,NJ,50,US Naval Acad,BS,67,23,Harvard,MBA,1,1,73,29,2,2,300000,25000,76917,,,0.015,252,15.1,25,Financial services-thrift institutions,1
401161,FALSE,Entertainment,Liberty Media,Mr. Peter R Barton,Washington,DC,43,Columbia,BS,71,20,Harvard,MBA,1,1,82,31,4,3,303864,,87286,10011,967188,0.094,841,-0.3,114,Entertainmentinformation-broadcasting,17
401124,FALSE,Consumer,Bandag,Mr. Martin G Carver,Davenport,IA,46,U of Iowa,BA,70,22,Indiana U,MBA,1,1,72,24,15,12,299036,,102088,,1750570,3.784,591,78.1,9,Consumer durables-automotive parts,18
400300,FALSE,Insurance,Unitrin,Mr. Richard C Vie,St Louis,MO,56,,,,,,none,0,0,,,11,2,315000,85000,300,,1084050,0.00001,1363,95,9,Insurance-diversified,4
397721,FALSE,Utility,Atlantic Energy,Mr. Jerrold L Jacobs,Brooklyn,NY,55,NJ Tech,BSE,61,22,,none,0,0,,,33,1,284670,70400,42651,,,0.022,866,95.3,12,Electric utilities-northeast,19
397240,FALSE,Financial,Worthen Banking,Mr. Curtis F Bradbury Jr,Little Rock,AR,44,U of Arkansas,BSB,70,20,U of Arkansas,MA,0,1,71,21,9,7,295934,95000,6306,,3151990,0.429,279,31.4,20,Financial services-regional banks,1
397219,FALSE,Financial,Keystone Financial,Mr. Carl L Campbell,Sunbury,PA,51,Susquehanna U,BS,65,22,,none,0,0,,,22,12,330000,55940,11279,,1678180,0.12,256,39.4,16,Financial services-regional banks,1
391101,FALSE,Utility,Centerior Energy,Mr. Robert J Farling,Warren,OH,58,Case Western,BSE,58,22,Case Western,MBA,1,1,65,29,35,2,361306,,13250,16545,1075860,0.012,2474,-942.6,1,Electric utilities-north central,19
385000,FALSE,Financial,Citadel Holding,Mr. Richard M Greenwood,Fargo,ND,46,U of Idaho,BS,72,24,American Grad S,MBA,1,1,74,26,2,2,385000,,,,,0.00001,304,-67.2,-32,Financial services-thrift institutions,1
378676,FALSE,Insurance,Ohio Casualty,Mr. Lauren N Patch,Lexington,KY,43,U of Kentucky,BS,73,22,,none,0,0,,,22,1,324808,,9043,44825,,0.544,1670,87,15,Insurance-propertycasualty,4
374421,FALSE,Insurance,Transatlantic Holdin,Mr. Joseph V Taranto,Brooklyn,NY,45,CUNY Brooklyn,BS,71,22,,none,0,0,,,8,8,261923,109500,2998,,1251160,0.004,726,86.7,15,Insurance-propertycasualty,4
361000,FALSE,Financial,Sumitomo Bank of Cal,Mr. TadaichiIkagawa,Japan,,55,U of Kyoto,BA,61,22,,none,0,0,,,33,3,360000,,1000,,962009,0.056,377,2.3,6,Financial services-regional banks,1
360304,FALSE,ComputersComm,Cisco Systems,Mr. John P Morgridge,Elmhurst,IL,60,U of Wisc Madis,BBA,55,21,Stanford U,MBA,1,1,57,23,6,6,187212,172092,1000,,1168990,2.367,928,241,117,Computerscommunications-peripherals,16
360274,FALSE,Financial,Great Lakes Bancorp,Mr. Robert J Delonis,Detroit,MI,42,U of Michigan,BBA,73,21,,none,0,0,,,12,2,233462,46366,31568,48878,796732,0.267,218,12.9,7,Financial services-thrift institutions,1
350000,FALSE,Financial,Northeast Federal,Mr. Kirk W Walters,American Falls,ID,38,USC,BBA,78,22,,none,0,0,,,5,1,350000,,,,,0.081,238,-14.1,6,Financial services-thrift institutions,1
343400,FALSE,Health,IVAX,Dr. PhillipFrost,Philadelphia,PA,57,U of Pennsylvan,BA,57,20,Yeshiva U Einst,MD,0,1,61,24,7,7,340000,,3400,,1851320,17.469,645,84.7,33,Health-drugs,3
341057,FALSE,Business,FlightSafety Interna,Mr. Albert L Ueltschi,Frankfort,KY,77,,,,,,none,0,0,,,43,43,220000,118800,2257,,1662740,35.904,297,66.4,4,Business-services,13
325360,FALSE,Food,Fleming Cos,Mr. Robert E Stauth,Dodge City,KS,49,Kansas State U,BS,66,21,,none,0,0,,,17,1,325186,,174,,,0.097,13092,37.5,-2,Food distributors-food wholesalers,2
324434,FALSE,Utility,Idaho Power,Mr. Joseph W Marshall,Twin Falls,ID,55,US Naval Acad,BS,61,22,,none,0,0,,,25,5,315000,,9434,,1314130,0.04,540,84.5,11,Electric utilities-western,19
316001,FALSE,Financial,CCB Financial,Mr. Ernest C Roessler,Pittsburgh,PA,53,Dartmouth,BA,62,21,Dartmouth,MBA,1,1,63,22,6,1,241323,62986,11692,,,0.116,230,29.2,13,Financial services-regional banks,1
314382,FALSE,Utility,Union Electric,Mr. Charles W Mueller,Belleville,IL,55,St Louis U,BSE,61,22,St Louis U,MBA,1,1,66,27,33,1,237000,55000,22382,,,0.004,2066,297.2,15,Electric utilities-north central,19
311792,FALSE,Energy,Amerada Hess,Mr. LeonHess,Asbury Park,NJ,80,,,,,,none,0,0,,,48,29,300000,,11792,,1554810,10.636,5852,-297.7,5,Energy-other energy,12
302344,FALSE,Insurance,Uslico,Mr. Daniel J Callahan III,Washington,DC,62,Williams C,BA,54,22,,none,0,0,,,2,2,300000,,2344,,,0.019,418,23.6,-1,Insurance-lifehealth,4
293157,FALSE,Financial,BanPonce,Mr. Richard L Carrion,San Juan,PR,41,U of Penn-Whart,BS,75,22,MIT,MS,0,1,76,23,18,1,230000,36814,26343,,,0.696,897,103.2,15,Financial services-regional banks,1
290903,FALSE,ComputersComm,Wellfleet Communicat,Mr. Paul J Severino,Paterson,NJ,47,Rensselaer,BSE,69,22,,none,0,0,,,8,8,134808,156095,,,698584,3.691,267,42.2,99,Computerscommunications-peripherals,16
281063,FALSE,Health,ALZA,Dr. ErnestMario,Clifton,NJ,55,Rutgers,BS,61,22,U of Rhode Isla,PhD,0,1,65,26,1,1,250000,25000,6063,,,0.006,214,42.9,13,Health-biotechnology,3
280396,FALSE,Utility,Montana Power,Mr. Daniel T Berube,Boston,MA,60,U of Washington,BS,64,30,Montana C,MS,0,1,71,37,30,2,274100,,6296,,841619,0.023,1076,107.2,14,Electric utilities-western,19
250000,FALSE,Entertainment,Marvel Entertainment,Mr. William C Bevins Jr,,,47,,,,,,none,0,0,,,3,3,250000,,,,625000,0.164,415,56,120,Entertainmentinformation-publishing,17
221641,FALSE,Financial,Downey SavingsLoan,Mr. Thomas E Prince,Pasadena,CA,47,USC,BS,68,21,USC,MBA,1,1,74,27,2,1,165000,50292,6349,,,0.00001,238,28.6,11,Financial services-thrift institutions,1
102308,FALSE,ComputersComm,McCaw Cellular Commu,Mr. Craig O McCaw,Centralia,WA,44,Stanford U,BA,73,23,,none,0,0,,,28,21,100000,,2308,,52833100,6.705,2195,-227.3,5,Computerscommunications-telecommun,16
100000,FALSE,Insurance,Berkshire Hathaway,Mr. Warren E Buffett,Omaha,NE,63,U of Nebraska L,BS,50,19,Columbia,MBA,1,1,51,20,29,24,100000,,,,500000,43.463,3653,759.1,26,Insurance-propertycasualty,4
52000,FALSE,ComputersComm,Cabletron Systems,Mr. S RobertLevine,Worcester,MA,36,U of Miami,BS,80,22,,none,0,0,,,11,11,52000,,,,208000,20.238,553,110.1,48,Computerscommunications-peripherals,16
28816,FALSE,Financial,Citizens Bancorp,Mr. Alfred H Smith Jr,Washington,DC,60,,,,,,none,0,0,,,31,7,18600,,10216,,113181,8.881,242,26.8,11,Financial services-regional banks,1
,FALSE,ComputersComm,Novell,Mr. Robert J Frankenberg,Chippewa Falls,WI,47,San Jose State,BS,74,27,,none,0,0,,,1,1,,,,,,0.00001,1174,-33.2,37,Computerscommunications-software,16
,FALSE,Consumer,Scott Paper,Mr. Albert J Dunlap,Hoboken,NJ,56,US Military Aca,BS,60,22,,none,0,0,,,1,1,,,,,,0.00001,4749,-289.1,3,Consumer nondurables-personal products,18
,FALSE,Energy,Western Atlas,Mr. Alton J Brann,Portland,ME,52,U of Massachuse,BA,69,27,,none,0,0,,,21,1,,,,,,0.042,1959,78.2,,Energy-oilfield services,12
,FALSE,Entertainment,Capital Cities/ABC,Mr. Thomas S Murphy,Brooklyn,NY,68,Cornell,BS,45,19,Harvard,MBA,1,1,49,23,40,1,,,,,,0.665,5674,467.4,13,Entertainmentinformation-broadcasting,17
,FALSE,Health,FHP International,Mr. Mark B Hacken,New York,NY,58,U of Florida,BSP,56,20,,none,0,0,,,1,1,,,,,,0.00001,2265,53.1,19,Health-health care services,3
,FALSE,Health,National Health Labo,Mr. James R Maher,Worcester,MA,44,Boston C,BA,71,21,Columbia,MBA,1,1,76,26,1,1,,,,,,0.00001,761,112.7,16,Health-health care services,3
,FALSE,Insurance,CCP Insurance,Mr. Stephen C Hilbert,Terre Haute,IN,48,,,,,,none,0,0,,,15,2,,,,,,0.054,633,107.6,26,Insurance-lifehealth,4
,FALSE,Retailing,Nordstrom,Mr. Bruce A Nordstrom,Seattle,WA,61,U of Washington,BA,56,23,,none,0,0,,,39,23,,,,,,6.675,3590,140.4,5,Retailing-apparel,6
,FALSE,Retailing,Woolworth,Mr. John W Adams,Canada,,69,,,,,,none,0,0,,,1,1,,,,,,0.008,9626,-495,-6,Retailing-drugdiscount,6
